rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,timeout_count,timeout_percentage,flip_count,flip_percentage
228,29,13.125500000000006,0.4478386206991861,5.835417485510585,11.67083497102117,100.0,20,20.0,100.0,,,,
229,8,13.0625,0.4205746310267502,5.6209025482744535,11.241805096548907,100.0,20,20.0,100.0,,,,
230,81,12.900600000000008,0.3958168348286908,5.239456485122355,10.47891297024471,100.0,20,20.0,100.0,,,,
231,147,12.892900000000003,0.3845638773088035,5.562330784376028,11.124661568752057,100.0,20,20.0,100.0,,,,
232,226,12.578999999999995,0.38810186908058364,5.431889056649748,10.863778113299496,95.0,20,19.0,95.0,1.0,5.0,,
233,96,12.416599999999992,0.4143672469933278,5.5224509328938876,11.044901865787775,100.0,20,20.0,100.0,,,,
234,251,12.216799999999989,0.4024370020440105,5.410374576200799,10.820749152401598,100.0,20,20.0,100.0,,,,
235,1,12.169799999999999,0.42957172379885183,6.21561457871715,12.4312291574343,100.0,20,20.0,100.0,,,,
236,44,12.055800000000016,0.4663837078268721,6.011381765221367,12.022763530442734,100.0,20,20.0,100.0,,,,
237,221,12.019600000000011,0.450056454455515,6.1569437433719285,12.313887486743857,100.0,20,20.0,100.0,,,,
238,155,11.932200000000007,0.4090933743133288,5.377559429765651,10.755118859531303,95.0,20,19.0,95.0,1.0,5.0,,
239,135,11.892599999999993,0.4334261314596561,5.34896275098499,10.69792550196998,100.0,20,20.0,100.0,,,,
240,15,11.822199999999997,0.4780581872444299,5.771709138405059,11.543418276810119,100.0,20,20.0,100.0,,,,
241,116,11.773600000000005,0.44348507398065806,5.253307891326211,10.506615782652421,100.0,20,20.0,100.0,,,,
242,84,11.693800000000001,0.4539068906899029,5.40120671899984,10.80241343799968,100.0,20,20.0,100.0,,,,
243,11,11.373099999999997,0.46492305557976665,5.860830147104963,11.721660294209926,100.0,20,20.0,100.0,,,,
244,145,11.3579,0.4658936080943228,5.446357976248009,10.892715952496019,100.0,20,20.0,100.0,,,,
245,23,11.326400000000003,0.4732051525883829,5.772962181460927,11.545924362921854,100.0,20,20.0,100.0,,,,
246,115,11.319400000000005,0.46632246831368407,5.5287048721989756,11.057409744397951,100.0,20,20.0,100.0,,,,
247,70,11.29149999999999,0.4579762395712213,5.426663213966806,10.853326427933611,100.0,20,20.0,100.0,,,,
248,139,11.112100000000003,0.41948564765598545,5.133882352907227,10.267764705814454,100.0,20,20.0,100.0,,,,
249,146,11.009399999999973,0.4738350038933044,5.758285725456123,11.516571450912245,100.0,20,20.0,100.0,,,,
250,291,10.939200000000003,0.48689875875729377,6.0526921030260645,12.105384206052129,100.0,20,20.0,100.0,,,,
251,51,10.912500000000005,0.46383679052805993,5.494404770533786,10.988809541067573,100.0,20,20.0,100.0,,,,
252,161,10.842499999999996,0.461653342281255,5.462803750392368,10.925607500784736,100.0,20,20.0,100.0,,,,
253,79,10.832800000000004,0.47228370598490726,5.373266580874285,10.74653316174857,100.0,20,20.0,100.0,,,,
254,88,10.790600000000007,0.4661799347901777,5.265908592876353,10.531817185752706,100.0,20,20.0,100.0,,,,
255,202,10.669800000000006,0.44542006196921785,5.219482156090007,10.438964312180014,100.0,20,20.0,100.0,,,,
256,97,10.563304996490478,0.47966656852613376,5.290078657528186,10.580157315056372,100.0,20,20.0,100.0,,,,
257,170,10.525600000000013,0.46905971554271864,6.074686029936119,12.149372059872238,100.0,20,20.0,100.0,,,,
258,92,10.515599999999992,0.44924689427877357,5.196014387263192,10.392028774526384,100.0,20,20.0,100.0,,,,
259,57,10.3868,0.4578036575011806,5.391379052515148,10.782758105030297,100.0,20,20.0,100.0,,,,
260,17,10.230299999999998,0.49681964924114175,5.5403317202473925,11.080663440494785,100.0,20,20.0,100.0,,,,
261,10,10.018600000000005,0.49207433685569646,5.557762742091083,11.115525484182166,100.0,20,20.0,100.0,,,,
262,27,9.978499999999995,0.4829187210594691,5.802730437486845,11.60546087497369,100.0,20,20.0,100.0,,,,
263,9,9.570599999999995,0.4889691515163356,5.801075078062963,11.602150156125926,100.0,20,20.0,100.0,,,,
264,53,9.570499999999992,0.47582224163552383,5.37444562479517,10.74889124959034,100.0,20,20.0,100.0,,,,
265,18,9.5018,0.48869439733559145,5.799351176895623,11.598702353791246,100.0,20,20.0,100.0,,,,
266,68,9.410300000000001,0.48788876397860526,5.869698443428079,11.739396886856158,100.0,20,20.0,100.0,,,,
267,56,9.384899999999993,0.4944861393942281,5.253307891326211,10.506615782652421,100.0,20,20.0,100.0,,,,
268,7,9.324100000000003,0.4806917145756405,6.226500391894132,12.453000783788264,100.0,20,20.0,100.0,,,,
269,156,9.2513,0.4931797731674187,5.227544021546845,10.45508804309369,100.0,20,20.0,100.0,,,,
270,54,9.134999999999998,0.49866479369007405,5.578738464498047,11.157476928996093,100.0,20,20.0,100.0,,,,
271,52,9.12630000000001,0.49568614995739735,5.3505720912236985,10.701144182447397,100.0,20,20.0,100.0,,,,
272,65,9.088700000000006,0.4977601687732573,6.023111278325072,12.046222556650145,100.0,20,20.0,100.0,,,,
273,46,8.863700000000005,0.4732498112577305,5.320685117966603,10.641370235933206,100.0,20,20.0,100.0,,,,
274,39,8.846699999999995,0.49773820837049315,5.547049854646314,11.094099709292628,100.0,20,20.0,100.0,,,,
275,77,8.68820000000001,0.5,5.342915604087347,10.685831208174694,100.0,20,20.0,100.0,,,,
276,108,8.478300000000006,0.49140449666099456,5.331458557836766,10.662917115673531,100.0,20,20.0,100.0,,,,
277,28,8.209900000000005,0.49463823531904794,5.466499183410178,10.932998366820357,100.0,20,20.0,100.0,,,,
278,71,8.197500000000002,0.497256653159992,5.343377290650889,10.686754581301779,100.0,20,20.0,100.0,,,,
279,3,8.164600000000004,0.5,5.975470787711768,11.950941575423537,100.0,20,20.0,100.0,,,,
280,233,8.091699999999994,0.4996120374763615,5.747402991479926,11.494805982959852,100.0,20,20.0,100.0,,,,
281,20,7.760000000000005,0.5,5.614236157831999,11.228472315663998,100.0,20,20.0,100.0,,,,
282,159,7.649399999999998,0.49548482991320925,5.637921555887514,11.275843111775028,100.0,20,20.0,100.0,,,,
283,5,7.576400000000001,0.475,5.930016115826032,11.860032231652063,95.0,20,19.0,95.0,1.0,5.0,,
284,36,7.541799999999999,0.5,5.265728094993749,10.531456189987498,100.0,20,20.0,100.0,,,,
285,25,7.499799999999996,0.49105110645651673,5.965554225629009,11.931108451258018,100.0,20,20.0,100.0,,,,
286,72,7.475800000000004,0.4946402760719762,5.259961873180116,10.519923746360233,100.0,20,20.0,100.0,,,,
287,40,7.458400000000003,0.5,5.451458221489043,10.902916442978086,100.0,20,20.0,100.0,,,,
288,75,7.165199999999999,0.5,5.332607589218318,10.665215178436636,100.0,20,20.0,100.0,,,,
289,67,7.0055999999999985,0.5,5.243373161884877,10.486746323769754,100.0,20,20.0,100.0,,,,
290,94,6.812200000000002,0.5,5.026613657482018,10.053227314964037,100.0,20,20.0,100.0,,,,
291,42,6.7958000000000025,0.5,5.671936516031993,11.343873032063986,100.0,20,20.0,100.0,,,,
292,41,6.787899999999999,0.5,5.437745122313919,10.875490244627837,100.0,20,20.0,100.0,,,,
293,61,6.531400000000002,0.5,5.429129338591526,10.858258677183052,100.0,20,20.0,100.0,,,,
